company_name:ID,number_laid_off,date_of,percentage_of_company,stage,:LABEL
Credit Sesame,22,2020-06-03,0.14,Series F,COMPANY
Circ,100,2020-06-02,,Acquired,COMPANY
Rivian,40,2020-06-02,0.02,Private Equity,COMPANY
Fundbox,14,2020-06-02,0.15,Series C,COMPANY
Descartes Labs,12,2020-06-02,0.16,Series B,COMPANY
MakerBot,12,2020-06-02,,Acquired,COMPANY
Stitch Fix,1400,2020-06-01,0.18,Post-IPO,COMPANY
MakeMyTrip,350,2020-06-01,0.1,Post-IPO,COMPANY
CrowdStreet,24,2020-06-01,0.22,Series C,COMPANY
Brex,62,2020-05-29,0.15,Series C,COMPANY
Loftium,32,2020-05-29,0.6,Series A,COMPANY
BookMyShow,270,2020-05-28,0.18,Unknown,COMPANY
TrueCar,219,2020-05-28,0.3,Post-IPO,COMPANY
StubHub,200,2020-05-28,,Acquired,COMPANY
Culture Amp,36,2020-05-28,0.08,Series E,COMPANY
The Sill,20,2020-05-28,0.25,Series A,COMPANY
Instructure,150,2020-05-27,0.12,Acquired,COMPANY
Ebanx,62,2020-05-27,0.08,Unknown,COMPANY
Uber,600,2020-05-26,0.23,Post-IPO,COMPANY
Bluprint,137,2020-05-26,1.0,Acquired,COMPANY
Acorns,50,2020-05-26,,Unknown,COMPANY
CarDekho,200,2020-05-25,,Series D,COMPANY
Teamwork,21,2020-05-22,,Unknown,COMPANY
Cvent,400,2020-05-21,0.1,Acquired,COMPANY
PickYourTrail,70,2020-05-21,0.35,Series A,COMPANY
Glitch,18,2020-05-21,0.36,Series A,COMPANY
Ola,1400,2020-05-20,0.35,Series J,COMPANY
Samsara,300,2020-05-20,0.18,Series F,COMPANY
Stay Alfred,221,2020-05-20,1.0,Series B,COMPANY
SoFi,112,2020-05-20,0.07,Private Equity,COMPANY
ShareChat,101,2020-05-20,0.25,Series D,COMPANY
Intercom,39,2020-05-20,0.06,Series D,COMPANY
Livspace,450,2020-05-19,0.15,Series D,COMPANY
Pollen,69,2020-05-19,0.31,Series B,COMPANY
Dotscience,10,2020-05-19,1.0,Unknown,COMPANY
Uber,3000,2020-05-18,0.13,Post-IPO,COMPANY
Agoda,1500,2020-05-18,0.25,Acquired,COMPANY
Swiggy,1100,2020-05-18,0.14,Series I,COMPANY
WeWork,100,2020-05-18,0.2,Series H,COMPANY
Rubrik,57,2020-05-18,,Series E,COMPANY
Intapp,45,2020-05-18,0.05,Private Equity,COMPANY
Magicbricks,250,2020-05-17,,Unknown,COMPANY
Zomato,520,2020-05-15,0.13,Series J,COMPANY
Lendingkart,500,2020-05-15,0.5,Unknown,COMPANY
Lattice,16,2020-05-15,0.1,Series C,COMPANY
Cruise,150,2020-05-14,0.08,Acquired,COMPANY
Quartz,80,2020-05-14,0.4,Acquired,COMPANY
Integral Ad Science,70,2020-05-14,0.1,Acquired,COMPANY
Ridecell,35,2020-05-14,0.15,Series B,COMPANY
Veem,30,2020-05-14,,Unknown,COMPANY
Deliv,669,2020-05-13,1.0,Series C,COMPANY
Mercos,51,2020-05-13,0.4,Unknown,COMPANY
Kickstarter,25,2020-05-13,0.18,Unknown,COMPANY
Intersect,19,2020-05-13,0.11,Acquired,COMPANY
Mode Analytics,17,2020-05-13,,Series C,COMPANY
Stone,1300,2020-05-12,0.2,Post-IPO,COMPANY
Zeus Living,73,2020-05-12,0.5,Series B,COMPANY
Mixpanel,65,2020-05-12,0.19,Series B,COMPANY
Hireology,36,2020-05-12,0.17,Series D,COMPANY
Top Hat,16,2020-05-12,0.03,Series D,COMPANY
Revolut,60,2020-05-11,0.03,Series D,COMPANY
Cadre,28,2020-05-11,0.25,Series C,COMPANY
N26,9,2020-05-08,0.01,Series D,COMPANY
Jump,500,2020-05-07,1.0,Acquired,COMPANY
Glassdoor,300,2020-05-07,0.3,Acquired,COMPANY
Numbrs,62,2020-05-07,0.5,Series B,COMPANY
Flywire,60,2020-05-07,0.12,Series E,COMPANY
SalesLoft,55,2020-05-07,,Series D,COMPANY
Tally,28,2020-05-07,0.23,Series C,COMPANY
Uber,3700,2020-05-06,0.14,Post-IPO,COMPANY
Validity,130,2020-05-06,0.33,Private Equity,COMPANY
Flatiron School,100,2020-05-06,,Acquired,COMPANY
Rubicon Project,50,2020-05-06,0.08,Post-IPO,COMPANY
Segment,50,2020-05-06,0.1,Series D,COMPANY
Airbnb,1900,2020-05-05,0.25,Private Equity,COMPANY
Juul,900,2020-05-05,0.3,Unknown,COMPANY
Andela,135,2020-05-05,0.1,Series D,COMPANY
Stack Overflow,40,2020-05-05,0.15,Series D,COMPANY
Pipedrive,31,2020-05-05,,Series C,COMPANY
Workable,25,2020-05-05,0.1,Series C,COMPANY
CureFit,800,2020-05-04,0.16,Series D,COMPANY
Careem,536,2020-05-04,0.31,Acquired,COMPANY
Oriente,400,2020-05-04,0.2,Series B,COMPANY
Veriff,63,2020-05-04,0.21,Series A,COMPANY
Element AI,62,2020-05-04,0.15,Series B,COMPANY
Deputy,60,2020-05-04,0.3,Series B,COMPANY
Loopio,11,2020-05-04,0.08,Series A,COMPANY
Trax,120,2020-05-03,0.1,Series D,COMPANY
LiveTiles,50,2020-05-03,,Post-IPO,COMPANY
OYO,150,2020-05-01,,Series F,COMPANY
Namely,110,2020-05-01,0.4,Series E,COMPANY
Culture Trip,95,2020-05-01,0.32,Series B,COMPANY
Sandbox VR,80,2020-05-01,0.8,Series A,COMPANY
Virtudent,70,2020-05-01,,Series A,COMPANY
Monese,35,2020-05-01,,Unknown,COMPANY
TheSkimm,26,2020-05-01,0.2,Series C,COMPANY
Bullhorn,100,2020-04-30,,Acquired,COMPANY
Care.com,81,2020-04-30,,Acquired,COMPANY
Lyft,982,2020-04-29,0.17,Post-IPO,COMPANY
WeWork,300,2020-04-29,,Series H,COMPANY
Kayak / OpenTable,160,2020-04-29,0.08,Acquired,COMPANY
Kitopi,124,2020-04-29,,Series B,COMPANY
Lime,80,2020-04-29,0.13,Series D,COMPANY
Transfix,24,2020-04-29,0.1,Series D,COMPANY
TripAdvisor,900,2020-04-28,0.25,Post-IPO,COMPANY
Renmoney,391,2020-04-28,0.5,Unknown,COMPANY
Deliveroo,367,2020-04-28,0.15,Series G,COMPANY
App Annie,80,2020-04-28,0.18,Unknown,COMPANY
OpenX,35,2020-04-28,0.15,Unknown,COMPANY
PayJoy,27,2020-04-28,0.25,Series B,COMPANY
Shipsi,20,2020-04-28,0.5,Seed,COMPANY
Automation Anywhere,260,2020-04-27,0.1,Series B,COMPANY
JetClosing,20,2020-04-27,0.2,Series A,COMPANY
OYO,500,2020-04-25,,Series F,COMPANY
Stoqo,250,2020-04-25,1.0,Series A,COMPANY
Submittable,30,2020-04-25,0.2,Series B,COMPANY
Divergent 3D,57,2020-04-24,0.36,Series B,COMPANY
Ada Support,36,2020-04-24,0.23,Series B,COMPANY
UPshow,19,2020-04-24,0.3,Series A,COMPANY
Lighter Capital,18,2020-04-24,0.22,Series B,COMPANY
Horizn Studios,15,2020-04-24,0.25,Series B,COMPANY
Welkin Health,10,2020-04-24,0.33,Series B,COMPANY
Jiobit,6,2020-04-24,0.21,Unknown,COMPANY
TutorMundi,4,2020-04-24,1.0,Series A,COMPANY
StockX,100,2020-04-23,0.12,Series C,COMPANY
Zenefits,87,2020-04-23,0.15,Series C,COMPANY
Sisense,80,2020-04-23,0.09,Series F,COMPANY
Oscar Health,70,2020-04-23,0.05,Unknown,COMPANY
Simon Data,6,2020-04-23,,Series C,COMPANY
Magic Leap,1000,2020-04-22,0.5,Series E,COMPANY
When I Work,55,2020-04-22,0.35,Series B,COMPANY
Ike,10,2020-04-22,0.14,Series A,COMPANY
Swiggy,800,2020-04-21,,Series I,COMPANY
Paytm,500,2020-04-21,,Unknown,COMPANY
Lending Club,460,2020-04-21,0.3,Post-IPO,COMPANY
Houzz,155,2020-04-21,0.1,Series E,COMPANY
Casper,78,2020-04-21,0.21,Post-IPO,COMPANY
RealSelf,40,2020-04-21,0.13,Series B,COMPANY
Freshbooks,38,2020-04-21,0.09,Series B,COMPANY
Patreon,30,2020-04-21,0.13,Series D,COMPANY
Lambda School,19,2020-04-21,,Series B,COMPANY
Politico / Protocol,13,2020-04-21,,Unknown,COMPANY
Bringg,10,2020-04-21,0.1,Series D,COMPANY
Klook,300,2020-04-20,0.15,Series D,COMPANY
ConsenSys,91,2020-04-20,0.14,Unknown,COMPANY
GumGum,90,2020-04-20,0.25,Series D,COMPANY
Kueski,90,2020-04-20,0.3,Series B,COMPANY
Movidesk,33,2020-04-20,0.25,Seed,COMPANY
Zum,28,2020-04-20,,Series C,COMPANY
Komodo Health,23,2020-04-20,0.09,Series C,COMPANY
Forward,10,2020-04-20,0.03,Series C,COMPANY
BlackBuck,200,2020-04-17,,Series D,COMPANY
ContaAzul,140,2020-04-17,0.35,Series D,COMPANY
Greenhouse Software,120,2020-04-17,0.28,Series D,COMPANY
QuintoAndar,88,2020-04-17,0.08,Series D,COMPANY
Loft,47,2020-04-17,0.1,Series C,COMPANY
Zilingo,44,2020-04-17,0.05,Series D,COMPANY
Labster,40,2020-04-17,,Series B,COMPANY
Sweetgreen,35,2020-04-17,0.1,Series I,COMPANY
People.ai,30,2020-04-17,0.18,Series C,COMPANY
Tor,13,2020-04-17,0.37,Unknown,COMPANY
CarGurus,130,2020-04-16,0.13,Post-IPO,COMPANY
Funding Societies,65,2020-04-16,0.18,Series B,COMPANY
CleverTap,60,2020-04-16,0.2,Series C,COMPANY
Opendoor,600,2020-04-15,0.35,Series E,COMPANY
GoPro,200,2020-04-15,0.2,Post-IPO,COMPANY
Shop101,200,2020-04-15,0.4,Series C,COMPANY
Zume,200,2020-04-15,0.67,Unknown,COMPANY
Carta,161,2020-04-15,0.16,Series E,COMPANY
Akulaku,100,2020-04-15,,Series D,COMPANY
Parsable,40,2020-04-15,0.25,Series C,COMPANY
Kodiak Robotics,15,2020-04-15,0.2,Series A,COMPANY
Tulip Retail,14,2020-04-15,,Series B,COMPANY
Trove Recommerce,13,2020-04-15,,Series C,COMPANY
The RealReal,235,2020-04-14,0.1,Post-IPO,COMPANY
TouchBistro,131,2020-04-14,0.23,Series E,COMPANY
Envoy,58,2020-04-14,0.3,Series B,COMPANY
VSCO,45,2020-04-14,0.35,Series B,COMPANY
Skillz,21,2020-04-14,,Series D,COMPANY
DataStax,15,2020-04-14,,Series E,COMPANY
Xerpa,10,2020-04-14,,Unknown,COMPANY
Groupon,2800,2020-04-13,0.44,Post-IPO,COMPANY
Zoox,100,2020-04-13,0.1,Series B,COMPANY
Neon,70,2020-04-13,0.1,Series B,COMPANY
EasyPost,50,2020-04-13,0.25,Series A,COMPANY
Clearbanc,17,2020-04-13,0.08,Series B,COMPANY
Meow Wolf,201,2020-04-10,,Unknown,COMPANY
Frontdesk,35,2020-04-10,0.16,Unknown,COMPANY
BeeTech,30,2020-04-10,,Series B,COMPANY
Built In,28,2020-04-10,,Series C,COMPANY
NuoDB,20,2020-04-10,0.29,Unknown,COMPANY
Rhumbix,16,2020-04-10,0.27,Series B,COMPANY
Atsu,6,2020-04-10,1.0,Unknown,COMPANY
Geekwire,5,2020-04-10,0.31,Unknown,COMPANY
Yelp,1000,2020-04-09,0.17,Post-IPO,COMPANY
Monzo,165,2020-04-09,,Series F,COMPANY
OneTrust,150,2020-04-09,0.1,Series B,COMPANY
Omie,136,2020-04-09,0.31,Series B,COMPANY
Domo,90,2020-04-09,0.1,Post-IPO,COMPANY
Matterport,90,2020-04-09,0.34,Series D,COMPANY
Clinc,40,2020-04-09,0.32,Series B,COMPANY
Mejuri,36,2020-04-09,0.15,Series B,COMPANY
Code42,25,2020-04-09,0.05,Series B,COMPANY
Lighthouse Labs,14,2020-04-09,0.07,Unknown,COMPANY
LoopMe,8,2020-04-09,0.04,Unknown,COMPANY
Eventbrite,500,2020-04-08,0.45,Post-IPO,COMPANY
Meesho,200,2020-04-08,0.28,Series D,COMPANY
Scoop,92,2020-04-08,0.33,Series C,COMPANY
Unison,89,2020-04-08,0.45,Series B,COMPANY
Lever,86,2020-04-08,0.4,Series C,COMPANY
Unbabel,80,2020-04-08,0.35,Series C,COMPANY
Button,48,2020-04-08,0.35,Series C,COMPANY
Eden / Managed By Q,40,2020-04-08,0.4,Series B,COMPANY
Quantcast,30,2020-04-08,0.05,Series C,COMPANY
BVAccel,25,2020-04-08,0.25,Unknown,COMPANY
VideoAmp,21,2020-04-08,0.1,Series C,COMPANY
Kenoby,18,2020-04-08,0.16,Unknown,COMPANY
Connected,17,2020-04-08,0.1,Unknown,COMPANY
GetNinjas,11,2020-04-08,0.1,Series B,COMPANY
Spyce,4,2020-04-08,0.12,Series A,COMPANY
Toast,1300,2020-04-07,0.5,Series F,COMPANY
ezCater,400,2020-04-07,0.44,Series D,COMPANY
Sage Therapeutics,340,2020-04-07,0.53,Post-IPO,COMPANY
Redfin,236,2020-04-07,0.07,Post-IPO,COMPANY
Branch Metrics,100,2020-04-07,0.2,Series E,COMPANY
Newfront Insurance,94,2020-04-07,,Unknown,COMPANY
Ibotta,87,2020-04-07,0.15,Series D,COMPANY
Virta Health,65,2020-04-07,,Series C,COMPANY
Away,60,2020-04-07,0.1,Series D,COMPANY
MediaMath,53,2020-04-07,0.08,Private Equity,COMPANY
Group Nine Media,50,2020-04-07,0.07,Unknown,COMPANY
Payfactors,46,2020-04-07,,Unknown,COMPANY
Nav,30,2020-04-07,,Series C,COMPANY
Metromile,100,2020-04-06,0.33,Series E,COMPANY
Rock Content,100,2020-04-06,0.2,Series A,COMPANY
BounceX,77,2020-04-06,0.2,Series B,COMPANY
C6 Bank,60,2020-04-06,0.06,Unknown,COMPANY
Wordstream,26,2020-04-06,0.1,Acquired,COMPANY
Cogito,24,2020-04-06,0.14,Series C,COMPANY
BusBud,23,2020-04-06,0.32,Series B,COMPANY
Borrowell,15,2020-04-06,0.2,Series B,COMPANY
PerkSpot,10,2020-04-06,0.1,Private Equity,COMPANY
Astra,40,2020-04-05,0.25,Unknown,COMPANY
Iflix,50,2020-04-04,0.12,Unknown,COMPANY
Gympass,467,2020-04-03,0.33,Series D,COMPANY
Sojern,300,2020-04-03,0.5,Series D,COMPANY
MaxMilhas,167,2020-04-03,0.42,Unknown,COMPANY
Minted,147,2020-04-03,0.37,Series E,COMPANY
Velodyne Lidar,140,2020-04-03,,Unknown,COMPANY
Zoox,120,2020-04-03,,Series B,COMPANY
Traveloka,100,2020-04-03,0.1,Unknown,COMPANY
Arrive Logistics,75,2020-04-03,0.07,Series B,COMPANY
Salsify,60,2020-04-03,0.13,Series D,COMPANY
Jetty,35,2020-04-03,0.4,Series B,COMPANY
D2iQ,34,2020-04-03,0.13,Series D,COMPANY
Bustle Digital Group,24,2020-04-03,0.08,Series E,COMPANY
Bustle Digital Group,19,2020-04-03,,Series E,COMPANY
Opencare,18,2020-04-03,0.25,Series A,COMPANY
Anagram,17,2020-04-03,,Series A,COMPANY
G/O Media Group,14,2020-04-03,0.05,Unknown,COMPANY
DSCO,12,2020-04-03,,Series A,COMPANY
Tripbam,10,2020-04-03,0.25,Unknown,COMPANY
Avantage Entertainment,5,2020-04-03,0.2,Unknown,COMPANY
MindBody,700,2020-04-02,0.35,Post-IPO,COMPANY
Katerra,240,2020-04-02,0.03,Series D,COMPANY
Ritual,196,2020-04-02,0.54,Series C,COMPANY
ClassPass,154,2020-04-02,0.22,Series E,COMPANY
eGym,100,2020-04-02,0.25,Series D,COMPANY
Voi,100,2020-04-02,,Series B,COMPANY
Industrious,90,2020-04-02,0.2,Series D,COMPANY
1stdibs,70,2020-04-02,0.17,Series D,COMPANY
ThirdLove,65,2020-04-02,0.3,Series B,COMPANY
Latch,60,2020-04-02,,Series B,COMPANY
The Predictive Index,59,2020-04-02,0.25,Acquired,COMPANY
Shuttl,40,2020-04-02,,Series C,COMPANY
Jobcase,39,2020-04-02,0.2,Private Equity,COMPANY
Copper,35,2020-04-02,,Series C,COMPANY
Dynamic Signal,35,2020-04-02,0.19,Series E,COMPANY
FiscalNote,30,2020-04-02,,Series D,COMPANY
Sauce Labs,30,2020-04-02,0.15,Unknown,COMPANY
Humu,26,2020-04-02,,Series B,COMPANY
TripleLift,23,2020-04-02,0.07,Series B,COMPANY
Coding Dojo,7,2020-04-02,0.07,Unknown,COMPANY
Instamojo,6,2020-04-02,0.06,Unknown,COMPANY
Synergysuite,5,2020-04-02,0.07,Series A,COMPANY
Booksy,200,2020-04-01,,Series B,COMPANY
Flymya,200,2020-04-01,0.33,Unknown,COMPANY
PatientPop,100,2020-04-01,0.2,Series B,COMPANY
Showpad,52,2020-04-01,0.12,Series D,COMPANY
Highsnobiety,51,2020-04-01,0.25,Series A,COMPANY
Earnin,50,2020-04-01,0.2,Series C,COMPANY
Wonolo,46,2020-04-01,0.13,Series C,COMPANY
Acko,45,2020-04-01,0.09,Unknown,COMPANY
Moovel,28,2020-04-01,0.37,Unknown,COMPANY
Aqua Security,24,2020-04-01,0.09,Series C,COMPANY
Crayon,20,2020-04-01,0.2,Series A,COMPANY
Pana,18,2020-04-01,,Series A,COMPANY
Sensibill,17,2020-04-01,0.2,Series B,COMPANY
Usermind,15,2020-04-01,0.25,Series C,COMPANY
Incredible Health,9,2020-04-01,0.4,Series A,COMPANY
KeepTruckin,349,2020-03-31,0.18,Series D,COMPANY
AdRoll,210,2020-03-31,0.3,Series C,COMPANY
Rover,194,2020-03-31,0.41,Series G,COMPANY
Turo,108,2020-03-31,0.3,Series E,COMPANY
uShip,65,2020-03-31,0.37,Series D,COMPANY
SkySlope,50,2020-03-31,0.25,Acquired,COMPANY
Siteimprove,40,2020-03-31,,Unknown,COMPANY
AngelList,20,2020-03-31,,Series B,COMPANY
Zenoti,17,2020-03-31,0.04,Series C,COMPANY
DialSource,5,2020-03-31,0.14,Series B,COMPANY
Thumbtack,250,2020-03-30,0.3,Series F,COMPANY
RigUp,120,2020-03-30,0.25,Series D,COMPANY
FabHotels,80,2020-03-30,0.2,Series B,COMPANY
Hibob,70,2020-03-30,0.3,Series A,COMPANY
PeerStreet,51,2020-03-30,0.3,Series C,COMPANY
Maven,31,2020-03-30,0.09,Post-IPO,COMPANY
Blume Global,30,2020-03-30,0.1,Unknown,COMPANY
Catalant,30,2020-03-30,,Series E,COMPANY
Starship Technologies,30,2020-03-30,,Series A,COMPANY
Loftsmart,25,2020-03-30,0.75,Series A,COMPANY
Caliva,20,2020-03-30,,Series A,COMPANY
Iris Nova,9,2020-03-30,0.5,Seed,COMPANY
ZipRecruiter,400,2020-03-29,0.39,Series B,COMPANY
Amplero,17,2020-03-29,1.0,Series B,COMPANY
Polarr,10,2020-03-29,,Series A,COMPANY
TravelTriangle,250,2020-03-28,0.5,Series D,COMPANY
WeWork,250,2020-03-28,,Series H,COMPANY
OneWeb,451,2020-03-27,0.85,Unknown,COMPANY
Bird,406,2020-03-27,0.3,Series D,COMPANY
HOOQ,250,2020-03-27,1.0,Unknown,COMPANY
Everlane,227,2020-03-27,,Unknown,COMPANY
DataRobot,200,2020-03-27,,Series E,COMPANY
Restaurant365,175,2020-03-27,,Series C,COMPANY
Blueground,130,2020-03-27,0.25,Series B,COMPANY
Knotel,127,2020-03-27,0.3,Series C,COMPANY
Getaround,100,2020-03-27,0.25,Series D,COMPANY
Zipcar,100,2020-03-27,0.2,Acquired,COMPANY
Mogo,78,2020-03-27,0.3,Post-IPO,COMPANY
DISCO,75,2020-03-27,,Series E,COMPANY
Raken,60,2020-03-27,,Series A,COMPANY
Bench,47,2020-03-27,0.1,Series B,COMPANY
Loft,47,2020-03-27,,Series C,COMPANY
Oh My Green,40,2020-03-27,,Seed,COMPANY
Bevi,30,2020-03-27,0.2,Series C,COMPANY
Textio,30,2020-03-27,0.2,Unknown,COMPANY
Opal,20,2020-03-27,,Series B,COMPANY
ThirdLove,10,2020-03-27,,Series B,COMPANY
B8ta,250,2020-03-26,0.5,Series C,COMPANY
Fareportal,200,2020-03-26,,Unknown,COMPANY
Puppet,50,2020-03-26,0.1,Series F,COMPANY
Ecobee,47,2020-03-26,0.1,Series C,COMPANY
Passport,44,2020-03-26,,Series D,COMPANY
Peerspace,41,2020-03-26,0.75,Series B,COMPANY
GoSpotCheck,23,2020-03-26,0.2,Series B,COMPANY
Consider.co,13,2020-03-26,1.0,Seed,COMPANY
TripActions,300,2020-03-25,0.25,Series D,COMPANY
Lyric,100,2020-03-25,,Series B,COMPANY
Rangle,78,2020-03-25,0.3,Unknown,COMPANY
O'Reilly Media,75,2020-03-25,0.15,Unknown,COMPANY
WanderJaunt,56,2020-03-25,0.23,Series B,COMPANY
OutboundEngine,52,2020-03-25,0.28,Series C,COMPANY
Wonderschool,50,2020-03-25,0.75,Series A,COMPANY
Overtime,30,2020-03-25,0.23,Series B,COMPANY
Jama,12,2020-03-25,0.05,Unknown,COMPANY
Element Analytics,10,2020-03-25,,Series A,COMPANY
Sonder,400,2020-03-24,0.33,Series D,COMPANY
Takl,130,2020-03-24,,Unknown,COMPANY
Foodsby,87,2020-03-24,0.67,Series B,COMPANY
Zeus Living,80,2020-03-24,0.3,Series B,COMPANY
TravelBank,20,2020-03-24,,Series B,COMPANY
Compass,375,2020-03-23,0.15,Series G,COMPANY
Convene,150,2020-03-23,0.18,Series D,COMPANY
Leafly,91,2020-03-23,0.5,Acquired,COMPANY
The Guild,38,2020-03-23,0.22,Series B,COMPANY
Drip,20,2020-03-23,,Acquired,COMPANY
GrayMeta,20,2020-03-23,0.4,Unknown,COMPANY
Triplebyte,15,2020-03-23,0.17,Series B,COMPANY
Ladder Life,13,2020-03-23,0.25,Series C,COMPANY
Flywheel Sports,784,2020-03-20,0.98,Acquired,COMPANY
Peek,45,2020-03-20,,Series B,COMPANY
CTO.ai,30,2020-03-20,0.5,Seed,COMPANY
Yonder,18,2020-03-20,,Series A,COMPANY
Bounce,120,2020-03-19,,Series D,COMPANY
Ejento,84,2020-03-19,1.0,Unknown,COMPANY
Remote Year,50,2020-03-19,0.5,Series B,COMPANY
Lola,34,2020-03-19,,Series C,COMPANY
Flytedesk,4,2020-03-18,0.2,Seed,COMPANY
Inspirato,130,2020-03-16,0.22,Series C,COMPANY
Help.com,16,2020-03-16,1.0,Seed,COMPANY
HopSkipDrive,8,2020-03-13,0.1,Unknown,COMPANY
Panda Squad,6,2020-03-13,0.75,Seed,COMPANY
Tamara Mellon,20,2020-03-12,0.4,Series C,COMPANY
EasyPost,75,2020-03-11,,Series A,COMPANY
Blackbaud,500,,0.14,Post-IPO,COMPANY
